epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1868.51,0.49491,0.34622,0.81955,0.90445,0.89552,0.94996,0.82446,0.52159,0.35894,0.83918,0.00999733,0.00333244,0.00999733,0.00333244,0.00999733,0.00333244,0.00999733,0.00333244
2,3190.61,0.52656,0.37827,0.82738,0.89892,0.90073,0.94915,0.82598,0.49943,0.35161,0.84288,0.0193374,0.00644581,0.0193374,0.00644581,0.0193374,0.00644581,0.0193374,0.00644581
